;Especie;Registros;GBIF;CBC;Reino;Filo;Clase;Orden;Familia;Género
2741;Imparfinis spurrellii;7;https://www.gbif.org/species/2343545;https://catalogo.biodiversidad.co/file/59efe3165f3693434430eb59/summary;Animalia;Chordata;NA;Siluriformes;Heptapteridae;Imparfinis
2742;Imparfinis timana;31;https://www.gbif.org/species/6168144;https://catalogo.biodiversidad.co/file/59dea5eb5f369343443018d2/summary;Animalia;Chordata;NA;Siluriformes;Heptapteridae;Imparfinis
2743;Imparfinis usmai;232;https://www.gbif.org/species/6168145;https://catalogo.biodiversidad.co/file/59e161075f36934344303913/summary;Animalia;Chordata;NA;Siluriformes;Heptapteridae;Imparfinis
2744;Inga colombiana;6;https://www.gbif.org/species/5580430;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2745;Inga coragypsea;7;https://www.gbif.org/species/5357761;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2746;Inga goniocalyx;11;https://www.gbif.org/species/5357788;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2747;Inga interfluminensis;20;https://www.gbif.org/species/5357962;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2748;Inga macarenensis;8;https://www.gbif.org/species/5358083;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2749;Inga tayronaensis;11;https://www.gbif.org/species/5357959;https://catalogo.biodiversidad.co/file/56702c2cf289f5a40c0cd2ae/summary;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2750;Inga ursi;42;https://www.gbif.org/species/5358078;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Inga
2751;Ipomoea colombiana;4;https://www.gbif.org/species/3681220;NA;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Ipomoea
2752;Iryanthera megistophylla;184;https://www.gbif.org/species/3743863;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Myristicaceae;Iryanthera
2753;Ischnosiphon colombianus;22;https://www.gbif.org/species/2761084;NA;Plantae;Tracheophyta;Liliopsida;Zingiberales;Marantaceae;Ischnosiphon
2754;Ischnosiphon idrobonis;3;https://www.gbif.org/species/2761059;NA;Plantae;Tracheophyta;Liliopsida;Zingiberales;Marantaceae;Ischnosiphon
2755;Isidodendron tripterocarpum;242;https://www.gbif.org/species/4196497;https://catalogo.biodiversidad.co/file/567bf0f5f289f5a40c0cd331/summary;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Trigoniaceae;Isidodendron
2756;Isoetes bischlerae;30;https://www.gbif.org/species/3584986;NA;Plantae;Tracheophyta;Lycopodiopsida;Isoetales;Isoetaceae;Isoetes
2757;Isoetes boyacensis;53;https://www.gbif.org/species/3584931;NA;Plantae;Tracheophyta;Lycopodiopsida;Isoetales;Isoetaceae;Isoetes
2758;Ituglanis guayaberensis;6;https://www.gbif.org/species/2342912;https://catalogo.biodiversidad.co/file/59d19b745f369343442f88e5/summary;Animalia;Chordata;NA;Siluriformes;Trichomycteridae;Ituglanis
2759;Ixyophora carinata;4;https://www.gbif.org/species/2794683;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Ixyophora
2760;Jacaranda hesperia;1651;https://www.gbif.org/species/4094004;https://catalogo.biodiversidad.co/file/5ff0e45dc6eb71433eefdc84/summary;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Bignoniaceae;Jacaranda
2761;Jacqueshuberia amplifoliola;19;https://www.gbif.org/species/2943349;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Jacqueshuberia
2762;Jacquiniella colombiana;3;https://www.gbif.org/species/2808845;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Jacquiniella
2763;Jaegeria axillaris;8;https://www.gbif.org/species/5386413;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jaegeria
2764;Jalcophila colombiana;7;https://www.gbif.org/species/3103402;https://catalogo.biodiversidad.co/file/5b589abaf0d3bfe03057210c/summary;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jalcophila
2765;Jamesonia ceracea;5;https://www.gbif.org/species/5566364;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Jamesonia
2766;Jamesonia hirsutula;61;https://www.gbif.org/species/7770380;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Jamesonia
2767;Jamesonia vellea;45;https://www.gbif.org/species/8419372;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Pteridaceae;Jamesonia
2768;Jaramilloa hylibates;36;https://www.gbif.org/species/3141057;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jaramilloa
2769;Jaramilloa sanctae-martae;5;https://www.gbif.org/species/3141059;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jaramilloa
2770;Joosia antioquiana;24;https://www.gbif.org/species/8026590;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Joosia
2771;Juanulloa globifera;16;https://www.gbif.org/species/3801280;NA;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Juanulloa
2772;Jungia calyculata;31;https://www.gbif.org/species/5402248;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jungia
2773;Jungia gunnerifolia;3;https://www.gbif.org/species/9615371;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jungia
2774;Jungia karstenii;3;https://www.gbif.org/species/5402252;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Jungia
2775;Justicia aethes;2;https://www.gbif.org/species/3773364;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2776;Justicia amphibola;7;https://www.gbif.org/species/3772835;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2777;Justicia anabasa;4;https://www.gbif.org/species/3772810;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2778;Justicia archeri;2;https://www.gbif.org/species/3772441;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2779;Justicia atacta;7;https://www.gbif.org/species/3772182;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2780;Justicia axiologa;32;https://www.gbif.org/species/3771923;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2781;Justicia bracteosa;122;https://www.gbif.org/species/3771168;https://catalogo.biodiversidad.co/file/566978136752b5394179b66b/summary;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2782;Justicia cabrerae;3;https://www.gbif.org/species/3770842;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2783;Justicia chaetocephala;41;https://www.gbif.org/species/3769958;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2784;Justicia chaponensis;13;https://www.gbif.org/species/3769849;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2785;Justicia charadrophila;5;https://www.gbif.org/species/3769835;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2786;Justicia chrysea;1;https://www.gbif.org/species/3769644;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2787;Justicia chrysocoma;7;https://www.gbif.org/species/3769629;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2788;Justicia columbiensis;9;https://www.gbif.org/species/3769133;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2789;Justicia croceochlamys;48;https://www.gbif.org/species/3781842;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2790;Justicia cuatrecasasii;5;https://www.gbif.org/species/3781836;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2791;Justicia cystolithosa;19;https://www.gbif.org/species/3781541;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2792;Justicia daidalea;2;https://www.gbif.org/species/3781520;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2793;Justicia enarthrocoma;3;https://www.gbif.org/species/3780630;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2794;Justicia erythrantha;19;https://www.gbif.org/species/3780523;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2795;Justicia fuchsiifolia;6;https://www.gbif.org/species/3781955;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2796;Justicia fusagasugana;10;https://www.gbif.org/species/3779706;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2797;Justicia graphophylla;2;https://www.gbif.org/species/3779095;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2798;Justicia gutierrezii;2;https://www.gbif.org/species/3779008;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2799;Justicia haughtii;2;https://www.gbif.org/species/3778878;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2800;Justicia helonoma;2;https://www.gbif.org/species/3778830;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2801;Justicia hodgei;5;https://www.gbif.org/species/3778496;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2802;Justicia homoea;3;https://www.gbif.org/species/3778445;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2803;Justicia huilensis;5;https://www.gbif.org/species/3778384;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2804;Justicia hyperdasya;14;https://www.gbif.org/species/3778198;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2805;Justicia jacobinioides;4;https://www.gbif.org/species/3777664;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2806;Justicia killipii;2;https://www.gbif.org/species/3777365;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2807;Justicia kirkbridei;1;https://www.gbif.org/species/3777355;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2808;Justicia leptochlamys;8;https://www.gbif.org/species/3776705;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2809;Justicia leucerythra;24;https://www.gbif.org/species/3776609;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2810;Justicia macarenensis;13;https://www.gbif.org/species/3775641;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2811;Justicia magdalenensis;11;https://www.gbif.org/species/3775433;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2812;Justicia malacophylla;5;https://www.gbif.org/species/3775351;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2813;Justicia namatophila;21;https://www.gbif.org/species/3774304;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2814;Justicia neurochlamys;6;https://www.gbif.org/species/3773968;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2815;Justicia novogranatensis;4;https://www.gbif.org/species/3773778;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2816;Justicia oreopola;5;https://www.gbif.org/species/3773149;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2817;Justicia pampolystachys;10;https://www.gbif.org/species/3772849;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2818;Justicia pedropalensis;5;https://www.gbif.org/species/3772160;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2819;Justicia pelianthia;8;https://www.gbif.org/species/3772135;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2820;Justicia petraea;3;https://www.gbif.org/species/3771959;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2821;Justicia pharmacodes;9;https://www.gbif.org/species/3771944;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2822;Justicia phlebophylla;12;https://www.gbif.org/species/3771902;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2823;Justicia phytolaccoides;80;https://www.gbif.org/species/3771840;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2824;Justicia porphyrocoma;1;https://www.gbif.org/species/3771395;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2825;Justicia rhodoides;17;https://www.gbif.org/species/3770022;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2826;Justicia schneideri;2;https://www.gbif.org/species/3768907;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2827;Justicia sciera;3;https://www.gbif.org/species/3781964;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2828;Justicia sciota;3;https://www.gbif.org/species/3781952;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2829;Justicia sterea;1;https://www.gbif.org/species/3780953;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2830;Justicia stereostachya;1;https://www.gbif.org/species/3780938;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2831;Justicia trianae;2;https://www.gbif.org/species/3779896;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2832;Justicia xanthostachya;6;https://www.gbif.org/species/3778477;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Justicia
2833;Kalbreyeriella cabrerae;3;https://www.gbif.org/species/3778261;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Acanthaceae;Kalbreyeriella
2834;Karwinskia colombiana;8;https://www.gbif.org/species/3875136;https://catalogo.biodiversidad.co/file/566f0797f289f5a40c0cd270/summary;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Karwinskia
2835;Kefersteinia chocoensis;5;https://www.gbif.org/species/5319397;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Kefersteinia
2836;Kefersteinia elegans;4;https://www.gbif.org/species/5319411;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Kefersteinia
2837;Kefersteinia oscarii;2;https://www.gbif.org/species/5319435;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Kefersteinia
2838;Kefersteinia trullata;1;https://www.gbif.org/species/5319414;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Kefersteinia
2839;Kirkbridea pentamera;6;https://www.gbif.org/species/3870360;NA;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Melastomataceae;Kirkbridea
2840;Kirkbridea tetramera;12;https://www.gbif.org/species/3870339;NA;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Melastomataceae;Kirkbridea
2841;Knodus orteguasae;2;https://www.gbif.org/species/2353834;https://catalogo.biodiversidad.co/file/59d3c88e5f369343442f9d7e/summary;Animalia;Chordata;NA;Characiformes;Characidae;Knodus
2842;Koanophyllon mesoreopolum;4;https://www.gbif.org/species/3144975;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Koanophyllon
2843;Kohleria amabilis;73;https://www.gbif.org/species/6365221;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2844;Kohleria diastemoides;3;https://www.gbif.org/species/5589371;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2845;Kohleria hondensis;49;https://www.gbif.org/species/5589221;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2846;Kohleria longicalyx;11;https://www.gbif.org/species/5589045;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2847;Kohleria neglecta;14;https://www.gbif.org/species/5588928;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2848;Kohleria stuebeliana;97;https://www.gbif.org/species/5592206;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2849;Kohleria warszewiczii;278;https://www.gbif.org/species/5592126;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Kohleria
2850;Kutchubaea oocarpa;55;https://www.gbif.org/species/3845414;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Kutchubaea
2851;Lachemilla ericoides;5;https://www.gbif.org/species/3025352;NA;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Lachemilla
2852;Lachemilla kieftiana;3;https://www.gbif.org/species/8279123;NA;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Lachemilla
2853;Lachemilla killipii;84;https://www.gbif.org/species/3025335;NA;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Lachemilla
2854;Lachemilla mutisii;28;https://www.gbif.org/species/3025380;NA;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Lachemilla
2855;Lachnostoma huilaense;4;https://www.gbif.org/species/7431999;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Lachnostoma
2856;Lachnostoma magdalenica;2;https://www.gbif.org/species/7848089;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Lachnostoma
2857;Lachnostoma montana;2;https://www.gbif.org/species/8369228;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Lachnostoma
2858;Lachnostoma uribei;2;https://www.gbif.org/species/7843811;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Lachnostoma
2859;Lacmellea abbreviata;28;https://www.gbif.org/species/7679183;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Lacmellea
2860;Ladenbergia magdalenae;102;https://www.gbif.org/species/2908738;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ladenbergia
2861;Ladenbergia obovata;21;https://www.gbif.org/species/2908722;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ladenbergia
2862;Ladenbergia pauciflora;5;https://www.gbif.org/species/2908734;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Ladenbergia
2863;Laelia colombiana;3;https://www.gbif.org/species/5314565;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Laelia
2864;Laelia schultzei;13;https://www.gbif.org/species/5314549;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Laelia
2865;Lagenocarpus lanatus;23;https://www.gbif.org/species/5292930;NA;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Lagenocarpus
2866;Laimosemion altivelis;2;https://www.gbif.org/species/7193345;https://catalogo.biodiversidad.co/file/59d2db605f369343442f9928/summary;Animalia;Chordata;NA;Cyprinodontiformes;Rivulidae;Laimosemion
2867;Laimosemion leticia;2;https://www.gbif.org/species/9460936;https://catalogo.biodiversidad.co/file/59d43e345f369343442fa9da/summary;Animalia;Chordata;NA;Cyprinodontiformes;Rivulidae;Laimosemion
2868;Lantana boyacana;43;https://www.gbif.org/species/4085811;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana
2869;Lantana salicifolia;15;https://www.gbif.org/species/4084639;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana
2870;Lantana soatensis;6;https://www.gbif.org/species/4084333;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana
2871;Lantana tomasii;10;https://www.gbif.org/species/4084014;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana
2872;Lebiasina chocoensis;19;https://www.gbif.org/species/7193764;https://catalogo.biodiversidad.co/file/59e2a53b5f369343443051f5/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2873;Lebiasina chucuriensis;35;https://www.gbif.org/species/2355620;https://catalogo.biodiversidad.co/file/59d90ec55f369343442fdeb8/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2874;Lebiasina colombia;11;https://www.gbif.org/species/5962523;https://catalogo.biodiversidad.co/file/59e17f7e5f36934344303c4c/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2875;Lebiasina floridablancaensis;72;https://www.gbif.org/species/2355623;https://catalogo.biodiversidad.co/file/59284f66f827bf0c0cedd1c7/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2876;Lebiasina multimaculata;96;https://www.gbif.org/species/2355618;https://catalogo.biodiversidad.co/file/59e7925e5f3693434430adc6/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2877;Lebiasina narinensis;8;https://www.gbif.org/species/2355621;https://catalogo.biodiversidad.co/file/59722f8c2f4fd7bc7f3a7852/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
2878;Lebiasina ortegai;17;https://www.gbif.org/species/5962524;https://catalogo.biodiversidad.co/file/59d918ef5f369343442fe033/summary;Animalia;Chordata;NA;Characiformes;Lebiasinidae;Lebiasina
